pE,pN,gap_value
3.070338983,2.147457627,36.9431538
3.154237288,2.147457627,38.1818202
3.238135593,2.147457627,33.0106368
3.322033898,2.147457627,32.1864438
3.405932203,2.147457627,33.0214843
3.489830508,2.147457627,33.2597975
3.573728814,2.147457627,33.3997377
3.657627119,2.147457627,34.2282822
3.741525424,2.147457627,35.90970309
3.825423729,2.147457627,33.33803709
3.909322034,2.147457627,32.22326358
3.993220339,2.147457627,32.84981972
4.077118644,2.147457627,30.16490582
4.161016949,2.147457627,30.07698727
4.244915254,2.147457627,30.51445574
4.328813559,2.147457627,32.64500145
4.412711864,2.147457627,31.47559263
4.496610169,2.147457627,32.36193286
4.580508475,2.147457627,30.0108755
4.66440678,2.147457627,29.88138287
4.748305085,2.147457627,29.69648741
4.83220339,2.147457627,28.77738528
4.916101695,2.147457627,28.31912865
5,2.147457627,25.5813248
0.05,2.231355932,44.2125436
0.1338983051,2.231355932,43.499199
0.2177966102,2.231355932,47.7265608
0.3016949153,2.231355932,50.2473204
0.3855932203,2.231355932,46.8413571
0.4694915254,2.231355932,48.8337106
0.5533898305,2.231355932,52.0654133
0.6372881356,2.231355932,52.3208399
0.7211864407,2.231355932,55.1308219
0.8050847458,2.231355932,55.8915103
0.8889830508,2.231355932,54.4766881
0.9728813559,2.231355932,54.2599995
1.056779661,2.231355932,47.9638827
1.140677966,2.231355932,52.1786914
1.224576271,2.231355932,52.4261113
1.308474576,2.231355932,55.9501575
1.392372881,2.231355932,53.5683318
1.476271186,2.231355932,52.7115023
1.560169492,2.231355932,51.0678303
1.644067797,2.231355932,53.8912081
1.727966102,2.231355932,48.5228747
1.811864407,2.231355932,49.8638732
1.895762712,2.231355932,48.9328565
1.979661017,2.231355932,45.2722639
2.063559322,2.231355932,50.8849472
2.147457627,2.231355932,48.2793519
2.231355932,2.231355932,46.3804593
2.315254237,2.231355932,42.4003578
2.399152542,2.231355932,40.7697983
2.483050847,2.231355932,39.3196678
2.566949153,2.231355932,36.3498446
2.650847458,2.231355932,37.4186705
2.734745763,2.231355932,38.9396593
2.818644068,2.231355932,37.9888845
2.902542373,2.231355932,37.2356984
2.986440678,2.231355932,37.9198458
3.070338983,2.231355932,38.0356084
3.154237288,2.231355932,37.9330712
3.238135593,2.231355932,35.3181991
3.322033898,2.231355932,35.5953676
3.405932203,2.231355932,34.4958659
3.489830508,2.231355932,37.9050398
3.573728814,2.231355932,38.88190385
3.657627119,2.231355932,36.45836683
3.741525424,2.231355932,35.24571896
3.825423729,2.231355932,34.77577115
3.909322034,2.231355932,34.05712435
3.993220339,2.231355932,31.79302306
4.077118644,2.231355932,32.59591813
4.161016949,2.231355932,33.52575787
4.244915254,2.231355932,33.23790254
4.328813559,2.231355932,35.66173277
4.412711864,2.231355932,33.81983054
4.496610169,2.231355932,32.65442226
4.580508475,2.231355932,30.37241394
4.66440678,2.231355932,30.56825259
4.748305085,2.231355932,31.91062183
4.83220339,2.231355932,29.72087083
4.916101695,2.231355932,28.02189012
5,2.231355932,26.46333419
0.05,2.315254237,50.7584124
0.1338983051,2.315254237,51.3270178
0.2177966102,2.315254237,50.0500898
0.3016949153,2.315254237,52.054774
0.3855932203,2.315254237,50.6527307
0.4694915254,2.315254237,54.0920042
0.5533898305,2.315254237,52.0881002
0.6372881356,2.315254237,57.4531402
0.7211864407,2.315254237,56.5801847
0.8050847458,2.315254237,55.8227783
0.8889830508,2.315254237,56.8039118
0.9728813559,2.315254237,52.0320662
1.056779661,2.315254237,53.7530434
1.140677966,2.315254237,58.4094635
1.224576271,2.315254237,58.4507056
1.308474576,2.315254237,57.5559777
1.392372881,2.315254237,56.2809285
1.476271186,2.315254237,54.6972241
1.560169492,2.315254237,55.7113285
1.644067797,2.315254237,54.2861053
1.727966102,2.315254237,52.2720272
1.811864407,2.315254237,53.2092906
1.895762712,2.315254237,48.933806
1.979661017,2.315254237,53.4237481
2.063559322,2.315254237,52.2713972
2.147457627,2.315254237,47.4812477
2.231355932,2.315254237,46.7241361
2.315254237,2.315254237,43.0867052
2.399152542,2.315254237,40.8544711
2.483050847,2.315254237,41.5227242
2.566949153,2.315254237,41.0071042
2.650847458,2.315254237,41.2264689
2.734745763,2.315254237,40.8079097
2.818644068,2.315254237,40.7707374
2.902542373,2.315254237,40.5115238
2.986440678,2.315254237,39.0247957
3.070338983,2.315254237,37.8666125
3.154237288,2.315254237,38.9655353
3.238135593,2.315254237,37.0263835
3.322033898,2.315254237,38.5674515
3.405932203,2.315254237,39.8008669
3.489830508,2.315254237,40.2150968
3.573728814,2.315254237,39.46133569
3.657627119,2.315254237,37.25264153
3.741525424,2.315254237,36.66474929
3.825423729,2.315254237,36.26382996
3.909322034,2.315254237,34.98774866
3.993220339,2.315254237,35.37083686
4.077118644,2.315254237,34.34700726
4.161016949,2.315254237,36.23757937
4.244915254,2.315254237,36.78619335
4.328813559,2.315254237,36.22966908
4.412711864,2.315254237,33.37766047
4.496610169,2.315254237,32.08904728
4.580508475,2.315254237,32.68150812
4.66440678,2.315254237,31.58211442
4.748305085,2.315254237,31.65898005
4.83220339,2.315254237,30.67044208
4.916101695,2.315254237,29.92370447
5,2.315254237,28.3076619
0.05,2.399152542,51.207924
0.1338983051,2.399152542,51.7720536
0.2177966102,2.399152542,55.7686668
0.3016949153,2.399152542,53.9171102
0.3855932203,2.399152542,54.2740849
0.4694915254,2.399152542,53.9677937
0.5533898305,2.399152542,54.0732305
0.6372881356,2.399152542,60.5799719
0.7211864407,2.399152542,58.9187845
0.8050847458,2.399152542,59.1001683
0.8889830508,2.399152542,59.2943316
0.9728813559,2.399152542,55.3985663
1.056779661,2.399152542,61.5250181
1.140677966,2.399152542,61.5017908
1.224576271,2.399152542,57.8133713
1.308474576,2.399152542,58.8110567
1.392372881,2.399152542,59.5528104
1.476271186,2.399152542,56.7780199
1.560169492,2.399152542,57.4903736
1.644067797,2.399152542,57.2275691
1.727966102,2.399152542,54.9078105
1.811864407,2.399152542,53.996434
1.895762712,2.399152542,58.1032602
1.979661017,2.399152542,53.97001
2.063559322,2.399152542,51.5626223
2.147457627,2.399152542,47.1206925
2.231355932,2.399152542,46.0403514
2.315254237,2.399152542,44.4501463
2.399152542,2.399152542,46.3463128
2.483050847,2.399152542,44.7807523
2.566949153,2.399152542,43.0706562
2.650847458,2.399152542,44.6705664
2.734745763,2.399152542,42.4170126
2.818644068,2.399152542,42.1266577
2.902542373,2.399152542,41.7178689
2.986440678,2.399152542,39.9811935
3.070338983,2.399152542,40.9674691
3.154237288,2.399152542,40.64132
3.238135593,2.399152542,41.834455
3.322033898,2.399152542,42.6628021
3.405932203,2.399152542,42.3027184
3.489830508,2.399152542,40.1365015
3.573728814,2.399152542,41.41744769
3.657627119,2.399152542,38.4898046
3.741525424,2.399152542,38.29640005
3.825423729,2.399152542,38.47742342
3.909322034,2.399152542,36.7493156
3.993220339,2.399152542,36.46135579
4.077118644,2.399152542,36.44763859
4.161016949,2.399152542,38.25607393
4.244915254,2.399152542,37.71364623
4.328813559,2.399152542,36.71261495
4.412711864,2.399152542,35.30145476
4.496610169,2.399152542,34.49043057
4.580508475,2.399152542,32.47372547
4.66440678,2.399152542,31.37433177
4.748305085,2.399152542,33.64260455
4.83220339,2.399152542,32.59475871
4.916101695,2.399152542,29.82053545
5,2.399152542,30.61241312
0.05,2.483050847,52.4738944
0.1338983051,2.483050847,55.8949704
0.2177966102,2.483050847,57.50057
0.3016949153,2.483050847,58.5856366
0.3855932203,2.483050847,57.2061716
0.4694915254,2.483050847,57.8125014
0.5533898305,2.483050847,58.2811159
0.6372881356,2.483050847,63.3148951
0.7211864407,2.483050847,61.6097889
0.8050847458,2.483050847,61.4253985
0.8889830508,2.483050847,61.9992741
0.9728813559,2.483050847,64.840414
1.056779661,2.483050847,63.4382674
1.140677966,2.483050847,62.7201366
1.224576271,2.483050847,60.8431071
1.308474576,2.483050847,61.6361582
1.392372881,2.483050847,62.6500247
1.476271186,2.483050847,61.8655812
1.560169492,2.483050847,60.0499659
1.644067797,2.483050847,58.7465768
1.727966102,2.483050847,56.9060114
1.811864407,2.483050847,61.122966
1.895762712,2.483050847,57.454098
1.979661017,2.483050847,53.347218
2.063559322,2.483050847,52.8063474
2.147457627,2.483050847,48.0290562
2.231355932,2.483050847,50.2412233
2.315254237,2.483050847,47.5821568
2.399152542,2.483050847,47.4023979
2.483050847,2.483050847,48.5608879
2.566949153,2.483050847,46.757476
2.650847458,2.483050847,44.9351468
2.734745763,2.483050847,43.8753069
2.818644068,2.483050847,43.2546367
2.902542373,2.483050847,43.6164636
2.986440678,2.483050847,43.2191974
3.070338983,2.483050847,43.0299118
3.154237288,2.483050847,45.849612
3.238135593,2.483050847,45.6242461
3.322033898,2.483050847,43.3591906
3.405932203,2.483050847,42.7608919
3.489830508,2.483050847,41.72563522
3.573728814,2.483050847,41.59124262
3.657627119,2.483050847,40.37270358
3.741525424,2.483050847,39.46919791
3.825423729,2.483050847,39.35222743
3.909322034,2.483050847,39.89438522
3.993220339,2.483050847,37.67110896
4.077118644,2.483050847,38.65284744
4.161016949,2.483050847,38.94978852
4.244915254,2.483050847,39.71950812
4.328813559,2.483050847,39.20380586
4.412711864,2.483050847,36.47898183
4.496610169,2.483050847,34.32490763
4.580508475,2.483050847,31.19326393
4.66440678,2.483050847,34.59922131
4.748305085,2.483050847,33.58081651
4.83220339,2.483050847,33.9433062
4.916101695,2.483050847,32.85057637
5,2.483050847,31.22556114
0.05,2.566949153,55.5457062
0.1338983051,2.566949153,59.5042441
0.2177966102,2.566949153,60.2546505
0.3016949153,2.566949153,59.740717
0.3855932203,2.566949153,62.0836786
0.4694915254,2.566949153,61.9561307
0.5533898305,2.566949153,65.7199419
0.6372881356,2.566949153,67.2330532
0.7211864407,2.566949153,61.546683
0.8050847458,2.566949153,65.6411572
0.8889830508,2.566949153,66.2402438
0.9728813559,2.566949153,65.5600695
1.056779661,2.566949153,65.9911242
1.140677966,2.566949153,65.4139177
1.224576271,2.566949153,65.2938705
1.308474576,2.566949153,67.178796
1.392372881,2.566949153,65.0014914
1.476271186,2.566949153,64.6179975
1.560169492,2.566949153,61.3090326
1.644067797,2.566949153,63.5628215
1.727966102,2.566949153,62.1102767
1.811864407,2.566949153,60.5578154
1.895762712,2.566949153,58.7797323
1.979661017,2.566949153,55.677684
2.063559322,2.566949153,54.3460168
2.147457627,2.566949153,52.1022132
2.231355932,2.566949153,52.3947326
2.315254237,2.566949153,49.184164
2.399152542,2.566949153,49.9728455
2.483050847,2.566949153,50.5433986
2.566949153,2.566949153,48.2942643
2.650847458,2.566949153,46.4927778
2.734745763,2.566949153,45.863102
2.818644068,2.566949153,46.6819417
2.902542373,2.566949153,47.3676101
2.986440678,2.566949153,45.6991648
3.070338983,2.566949153,47.4212176
3.154237288,2.566949153,49.8194399
3.238135593,2.566949153,46.3687144
3.322033898,2.566949153,45.0252487
3.405932203,2.566949153,43.89337757
3.489830508,2.566949153,43.99298643
3.573728814,2.566949153,43.4536735
3.657627119,2.566949153,40.76575484
3.741525424,2.566949153,42.22064342
3.825423729,2.566949153,41.66297703
3.909322034,2.566949153,40.04754661
3.993220339,2.566949153,39.96223667
4.077118644,2.566949153,40.57601963
4.161016949,2.566949153,41.03552627
4.244915254,2.566949153,40.96109952
4.328813559,2.566949153,39.07906582
4.412711864,2.566949153,35.21997602
4.496610169,2.566949153,36.38191314
4.580508475,2.566949153,35.81300508
4.66440678,2.566949153,36.01069803
4.748305085,2.566949153,36.70195816
4.83220339,2.566949153,34.51220716
4.916101695,2.566949153,34.12838022
5,2.566949153,33.14323214
0.05,2.650847458,61.952345
0.1338983051,2.650847458,61.2533171
0.2177966102,2.650847458,66.2658875
0.3016949153,2.650847458,62.9043643
0.3855932203,2.650847458,63.5591117
0.4694915254,2.650847458,62.2848519
0.5533898305,2.650847458,67.371147
0.6372881356,2.650847458,68.3189077
0.7211864407,2.650847458,67.0945698
0.8050847458,2.650847458,69.5212072
0.8889830508,2.650847458,70.8423072
0.9728813559,2.650847458,67.1421419
1.056779661,2.650847458,68.8804969
1.140677966,2.650847458,68.8772899
1.224576271,2.650847458,67.4304199
1.308474576,2.650847458,66.8678889
1.392372881,2.650847458,68.2151733
1.476271186,2.650847458,65.1712965
1.560169492,2.650847458,65.898005
1.644067797,2.650847458,67.5390183
1.727966102,2.650847458,63.8880973
1.811864407,2.650847458,60.8054433
1.895762712,2.650847458,61.9890658
1.979661017,2.650847458,55.8191183
2.063559322,2.650847458,56.5305383
2.147457627,2.650847458,53.4404478
2.231355932,2.650847458,55.9321866
2.315254237,2.650847458,51.3094574
2.399152542,2.650847458,52.0455384
2.483050847,2.650847458,51.3637565
2.566949153,2.650847458,47.7838888
2.650847458,2.650847458,47.9824731
2.734745763,2.650847458,49.7538224
2.818644068,2.650847458,49.2997572
2.902542373,2.650847458,50.0180154
2.986440678,2.650847458,50.0961025
3.070338983,2.650847458,50.2290869
3.154237288,2.650847458,49.3709717
3.238135593,2.650847458,46.8772529
3.322033898,2.650847458,45.0896957
3.405932203,2.650847458,47.02331241
3.489830508,2.650847458,44.36682591
3.573728814,2.650847458,43.82591364
3.657627119,2.650847458,45.65881802
3.741525424,2.650847458,42.80884262
3.825423729,2.650847458,43.72352749
3.909322034,2.650847458,42.47271995
3.993220339,2.650847458,43.21120487
4.077118644,2.650847458,40.52629097
4.161016949,2.650847458,42.33942432
4.244915254,2.650847458,39.72250572
4.328813559,2.650847458,38.98542806
4.412711864,2.650847458,38.67010209
4.496610169,2.650847458,39.11946645
4.580508475,2.650847458,37.07648173
4.66440678,2.650847458,36.62580873
4.748305085,2.650847458,37.61212396
4.83220339,2.650847458,36.88781725
4.916101695,2.650847458,35.73904571
5,2.650847458,35.09724415
0.05,2.734745763,64.8556024
0.1338983051,2.734745763,66.811776
0.2177966102,2.734745763,64.3065895
0.3016949153,2.734745763,66.4955284
0.3855932203,2.734745763,66.224749
0.4694915254,2.734745763,70.9578458
0.5533898305,2.734745763,69.8254864
0.6372881356,2.734745763,68.2730881
0.7211864407,2.734745763,70.7172792
0.8050847458,2.734745763,71.8171799
0.8889830508,2.734745763,73.2278353
0.9728813559,2.734745763,71.7100954
1.056779661,2.734745763,71.8884227
1.140677966,2.734745763,71.3627002
1.224576271,2.734745763,70.6448226
1.308474576,2.734745763,71.6153969
1.392372881,2.734745763,69.5154494
1.476271186,2.734745763,69.3457893
1.560169492,2.734745763,70.4444449
1.644067797,2.734745763,68.7814777
1.727966102,2.734745763,64.8661589
1.811864407,2.734745763,65.3365665
1.895762712,2.734745763,59.4852489
1.979661017,2.734745763,57.9904039
2.063559322,2.734745763,58.8101105
2.147457627,2.734745763,56.3521936
2.231355932,2.734745763,55.4466229
2.315254237,2.734745763,55.3309182
2.399152542,2.734745763,53.5145957
2.483050847,2.734745763,51.8424106
2.566949153,2.734745763,49.8888126
2.650847458,2.734745763,53.5182053
2.734745763,2.734745763,53.5069822
2.818644068,2.734745763,50.9797222
2.902542373,2.734745763,53.2355044
2.986440678,2.734745763,52.2731056
3.070338983,2.734745763,51.0052318
3.154237288,2.734745763,51.6421621
3.238135593,2.734745763,47.7647829
3.322033898,2.734745763,47.83409149
3.405932203,2.734745763,46.46432926
3.489830508,2.734745763,45.84084226
3.573728814,2.734745763,47.87349908
3.657627119,2.734745763,45.34992746
3.741525424,2.734745763,46.29041196
3.825423729,2.734745763,45.64247447
3.909322034,2.734745763,44.91145725
3.993220339,2.734745763,43.14185911
4.077118644,2.734745763,41.89085468
4.161016949,2.734745763,41.12028078
4.244915254,2.734745763,43.26570217
4.328813559,2.734745763,42.00886836
4.412711864,2.734745763,41.27464783
4.496610169,2.734745763,39.12057363
4.580508475,2.734745763,36.64783654
4.66440678,2.734745763,38.6420038
4.748305085,2.734745763,38.37526819
4.83220339,2.734745763,38.72301484
4.916101695,2.734745763,36.87060158
5,2.734745763,34.13279773
0.05,2.818644068,70.0744782
0.1338983051,2.818644068,70.900375
0.2177966102,2.818644068,71.7629717
0.3016949153,2.818644068,70.2554172
0.3855932203,2.818644068,67.1285733
0.4694915254,2.818644068,72.7626077
0.5533898305,2.818644068,68.7080455
0.6372881356,2.818644068,77.7301188
0.7211864407,2.818644068,74.281543
0.8050847458,2.818644068,74.7678104
0.8889830508,2.818644068,78.4456574
0.9728813559,2.818644068,76.1873309
1.056779661,2.818644068,75.8120053
1.140677966,2.818644068,74.6653602
1.224576271,2.818644068,71.7689316
1.308474576,2.818644068,74.4527422
1.392372881,2.818644068,75.3804767
1.476271186,2.818644068,71.3319506
1.560169492,2.818644068,73.1184828
1.644067797,2.818644068,70.504443
1.727966102,2.818644068,66.8585308
1.811864407,2.818644068,64.1502796
1.895762712,2.818644068,61.6472817
1.979661017,2.818644068,61.6347385
2.063559322,2.818644068,60.1202975
2.147457627,2.818644068,56.3952129
2.231355932,2.818644068,58.4383923
2.315254237,2.818644068,55.6069365
2.399152542,2.818644068,54.0645632
2.483050847,2.818644068,55.5892665
2.566949153,2.818644068,55.0442325
2.650847458,2.818644068,56.1016095
2.734745763,2.818644068,54.0197385
2.818644068,2.818644068,53.5521975
2.902542373,2.818644068,54.4258038
2.986440678,2.818644068,54.1266623
3.070338983,2.818644068,52.183642
3.154237288,2.818644068,51.9460381
3.238135593,2.818644068,49.8291152
3.322033898,2.818644068,47.79838331
3.405932203,2.818644068,49.15737537
3.489830508,2.818644068,48.94792029
3.573728814,2.818644068,48.96698448
3.657627119,2.818644068,47.8327105
3.741525424,2.818644068,47.89067225
3.825423729,2.818644068,47.52816823
3.909322034,2.818644068,44.87941238
3.993220339,2.818644068,43.3751868
4.077118644,2.818644068,43.23096817
4.161016949,2.818644068,44.75453822
4.244915254,2.818644068,45.25411414
4.328813559,2.818644068,44.06274406
4.412711864,2.818644068,40.20365426
4.496610169,2.818644068,40.0377607
4.580508475,2.818644068,38.72752943
4.66440678,2.818644068,40.52972207
4.748305085,2.818644068,39.94897023
4.83220339,2.818644068,38.69506236
4.916101695,2.818644068,37.66332814
5,2.818644068,37.87047309
0.05,2.902542373,68.5697615
0.1338983051,2.902542373,71.6380089
0.2177966102,2.902542373,73.5289928
0.3016949153,2.902542373,73.3012617
0.3855932203,2.902542373,73.089972
0.4694915254,2.902542373,74.2341386
0.5533898305,2.902542373,72.384257
0.6372881356,2.902542373,82.4346275
0.7211864407,2.902542373,75.0798921
0.8050847458,2.902542373,80.2045003
0.8889830508,2.902542373,81.2216327
0.9728813559,2.902542373,77.4565789
1.056779661,2.902542373,78.7381109
1.140677966,2.902542373,77.2987918
1.224576271,2.902542373,75.792676
1.308474576,2.902542373,82.2102729
1.392372881,2.902542373,77.0642557
1.476271186,2.902542373,76.8406131
1.560169492,2.902542373,73.7578926
1.644067797,2.902542373,72.6013755
1.727966102,2.902542373,66.3103527
1.811864407,2.902542373,64.5780568
1.895762712,2.902542373,67.5684362
1.979661017,2.902542373,62.4373637
2.063559322,2.902542373,61.6750429
2.147457627,2.902542373,59.4962403
2.231355932,2.902542373,60.5329404
2.315254237,2.902542373,56.8677814
2.399152542,2.902542373,57.926801
2.483050847,2.902542373,62.1414898
2.566949153,2.902542373,58.6948228
2.650847458,2.902542373,56.577551
2.734745763,2.902542373,56.3853899
2.818644068,2.902542373,56.7726081
2.902542373,2.902542373,57.4274258
2.986440678,2.902542373,53.0754514
3.070338983,2.902542373,53.4618724
3.154237288,2.902542373,53.5191711
3.238135593,2.902542373,51.43153772
3.322033898,2.902542373,51.41953229
3.405932203,2.902542373,50.24278374
3.489830508,2.902542373,51.00590093
3.573728814,2.902542373,51.47046575
3.657627119,2.902542373,50.04774602
3.741525424,2.902542373,48.44824864
3.825423729,2.902542373,47.68386394
3.909322034,2.902542373,46.53245878
3.993220339,2.902542373,47.09861117
4.077118644,2.902542373,46.93213901
4.161016949,2.902542373,46.80565977
4.244915254,2.902542373,44.88960839
4.328813559,2.902542373,44.34630788
4.412711864,2.902542373,42.2553575
4.496610169,2.902542373,42.10386898
4.580508475,2.902542373,40.67309476
4.66440678,2.902542373,40.96748865
4.748305085,2.902542373,39.94908385
4.83220339,2.902542373,41.72978682
4.916101695,2.902542373,39.74179782
5,2.902542373,38.72758817
0.05,2.986440678,73.4790451
0.1338983051,2.986440678,74.7789254
0.2177966102,2.986440678,77.1622271
0.3016949153,2.986440678,71.9564237
0.3855932203,2.986440678,80.1832143
0.4694915254,2.986440678,74.3432439
0.5533898305,2.986440678,79.6098229
0.6372881356,2.986440678,80.2099632
0.7211864407,2.986440678,81.1956355
0.8050847458,2.986440678,81.7919709
0.8889830508,2.986440678,83.6577442
0.9728813559,2.986440678,79.687585
1.056779661,2.986440678,77.8335449
1.140677966,2.986440678,78.424833
1.224576271,2.986440678,83.3353894
1.308474576,2.986440678,84.4767285
1.392372881,2.986440678,81.3479149
1.476271186,2.986440678,76.0977431
1.560169492,2.986440678,74.9182326
1.644067797,2.986440678,71.515428
1.727966102,2.986440678,66.1275322
1.811864407,2.986440678,70.5201421
1.895762712,2.986440678,67.0695494
1.979661017,2.986440678,66.5258732
2.063559322,2.986440678,64.3119118
2.147457627,2.986440678,60.2277891
2.231355932,2.986440678,61.2772125
2.315254237,2.986440678,60.6386538
2.399152542,2.986440678,63.807089
2.483050847,2.986440678,62.7351481
2.566949153,2.986440678,57.8793358
2.650847458,2.986440678,60.3238684
2.734745763,2.986440678,60.3743895
2.818644068,2.986440678,58.6504736
2.902542373,2.986440678,57.0197362
2.986440678,2.986440678,54.4166259
3.070338983,2.986440678,54.1781275
3.154237288,2.986440678,55.1870972
3.238135593,2.986440678,53.55229953
3.322033898,2.986440678,53.43790586
3.405932203,2.986440678,52.36937511
3.489830508,2.986440678,52.67583332
3.573728814,2.986440678,52.44624339
3.657627119,2.986440678,49.51166936
3.741525424,2.986440678,51.17595099
3.825423729,2.986440678,49.81955671
3.909322034,2.986440678,50.36217355
3.993220339,2.986440678,48.55772671
4.077118644,2.986440678,46.52614998
4.161016949,2.986440678,46.46650045
4.244915254,2.986440678,45.20752533
4.328813559,2.986440678,45.11900314
4.412711864,2.986440678,45.01651161
4.496610169,2.986440678,42.86243741
4.580508475,2.986440678,40.69408999
4.66440678,2.986440678,42.93838849
4.748305085,2.986440678,43.85172788
4.83220339,2.986440678,41.66197688
4.916101695,2.986440678,40.1692643
5,2.986440678,40.06730728
0.05,3.070338983,81.0767216
0.1338983051,3.070338983,77.4346601
0.2177966102,3.070338983,78.0261768
0.3016949153,3.070338983,76.3089275
0.3855932203,3.070338983,80.5453163
0.4694915254,3.070338983,78.8753834
0.5533898305,3.070338983,83.7456089
0.6372881356,3.070338983,84.540979
0.7211864407,3.070338983,83.6558717
0.8050847458,3.070338983,86.3300914
0.8889830508,3.070338983,85.4612515
0.9728813559,3.070338983,82.8007401
1.056779661,3.070338983,83.3774347
1.140677966,3.070338983,86.4055242
1.224576271,3.070338983,87.0052858
1.308474576,3.070338983,84.9269366
1.392372881,3.070338983,81.1723935
1.476271186,3.070338983,77.067835
1.560169492,3.070338983,75.7046141
1.644067797,3.070338983,71.9962129
1.727966102,3.070338983,72.9035677
1.811864407,3.070338983,69.9210234
1.895762712,3.070338983,70.3812084
1.979661017,3.070338983,66.3161983
2.063559322,3.070338983,65.7898485
2.147457627,3.070338983,61.8809645
2.231355932,3.070338983,65.7149343
2.315254237,3.070338983,66.2163243
2.399152542,3.070338983,64.6340015
2.483050847,3.070338983,63.3134582
2.566949153,3.070338983,62.1010471
2.650847458,3.070338983,62.7699541
2.734745763,3.070338983,60.5171716
2.818644068,3.070338983,58.2800367
2.902542373,3.070338983,57.808564
2.986440678,3.070338983,54.629849
3.070338983,3.070338983,56.9772342
3.154237288,3.070338983,58.8008974
3.238135593,3.070338983,55.63692785
3.322033898,3.070338983,55.25508412
3.405932203,3.070338983,55.35996734
3.489830508,3.070338983,53.70012776
3.573728814,3.070338983,53.35619909
3.657627119,3.070338983,52.89585151
3.741525424,3.070338983,52.56989693
3.825423729,3.070338983,53.69103228
3.909322034,3.070338983,50.47314288
3.993220339,3.070338983,48.1756295
4.077118644,3.070338983,47.58844261
4.161016949,3.070338983,47.93823259
4.244915254,3.070338983,47.29850444
4.328813559,3.070338983,47.94644604
4.412711864,3.070338983,44.08735624
4.496610169,3.070338983,42.91001557
4.580508475,3.070338983,44.31875548
4.66440678,3.070338983,44.02800294
4.748305085,3.070338983,44.30898493
4.83220339,3.070338983,43.4848923
4.916101695,3.070338983,42.85429073
5,3.070338983,40.11648688
0.05,3.154237288,79.8814962
0.1338983051,3.154237288,82.6053924
0.2177966102,3.154237288,80.6818717
0.3016949153,3.154237288,82.405478
0.3855932203,3.154237288,80.9226969
0.4694915254,3.154237288,87.7959501
0.5533898305,3.154237288,83.5500216
0.6372881356,3.154237288,87.2135608
0.7211864407,3.154237288,88.051093
0.8050847458,3.154237288,87.8216989
0.8889830508,3.154237288,90.0243938
0.9728813559,3.154237288,86.6013324
1.056779661,3.154237288,87.3674299
1.140677966,3.154237288,92.8263036
1.224576271,3.154237288,86.2511319
1.308474576,3.154237288,84.2185768
1.392372881,3.154237288,82.3986242
1.476271186,3.154237288,79.6705289
1.560169492,3.154237288,75.6392417
1.644067797,3.154237288,77.5241232
1.727966102,3.154237288,70.7462393
1.811864407,3.154237288,73.2577168
1.895762712,3.154237288,71.1195804
1.979661017,3.154237288,67.3407894
2.063559322,3.154237288,66.2256969
2.147457627,3.154237288,67.7680825
2.231355932,3.154237288,70.1253155
2.315254237,3.154237288,67.1020628
2.399152542,3.154237288,67.043884
2.483050847,3.154237288,66.0145013
2.566949153,3.154237288,64.6241696
2.650847458,3.154237288,64.3386816
2.734745763,3.154237288,61.5469513
2.818644068,3.154237288,59.1203323
2.902542373,3.154237288,58.0645882
2.986440678,3.154237288,59.2115047
3.070338983,3.154237288,59.08933815
3.154237288,3.154237288,59.52640445
3.238135593,3.154237288,57.51403376
3.322033898,3.154237288,57.98574192
3.405932203,3.154237288,55.17035562
3.489830508,3.154237288,54.65507319
3.573728814,3.154237288,54.33968415
3.657627119,3.154237288,58.08230224
3.741525424,3.154237288,55.23232684
3.825423729,3.154237288,52.66066084
3.909322034,3.154237288,51.50978301
3.993220339,3.154237288,49.28044242
4.077118644,3.154237288,49.0274783
4.161016949,3.154237288,49.93036322
4.244915254,3.154237288,48.91193477
4.328813559,3.154237288,47.02990107
4.412711864,3.154237288,46.30936548
4.496610169,3.154237288,46.14575062
4.580508475,3.154237288,45.61371648
4.66440678,3.154237288,44.51432278
4.748305085,3.154237288,44.8801092
4.83220339,3.154237288,44.86307018
4.916101695,3.154237288,43.04993365
5,3.154237288,42.90615446
0.05,3.238135593,78.7269761
0.1338983051,3.238135593,83.0972468
0.2177966102,3.238135593,84.5906576
0.3016949153,3.238135593,85.7157393
0.3855932203,3.238135593,84.2504407
0.4694915254,3.238135593,87.780724
0.5533898305,3.238135593,86.9326681
0.6372881356,3.238135593,92.894431
0.7211864407,3.238135593,91.0936113
0.8050847458,3.238135593,92.4298596
0.8889830508,3.238135593,92.6831659
0.9728813559,3.238135593,93.704861
1.056779661,3.238135593,96.2312442
1.140677966,3.238135593,92.0224537
1.224576271,3.238135593,87.4392241
1.308474576,3.238135593,86.0850454
1.392372881,3.238135593,84.281655
1.476271186,3.238135593,81.2140047
1.560169492,3.238135593,81.2027127
1.644067797,3.238135593,76.7981348
1.727966102,3.238135593,75.792896
1.811864407,3.238135593,74.1130669
1.895762712,3.238135593,71.7026634
1.979661017,3.238135593,69.4120102
2.063559322,3.238135593,72.2296298
2.147457627,3.238135593,71.5587493
2.231355932,3.238135593,71.0354866
2.315254237,3.238135593,68.6324892
2.399152542,3.238135593,68.6923059
2.483050847,3.238135593,67.7243516
2.566949153,3.238135593,66.2542708
2.650847458,3.238135593,64.2982694
